AssetHostname,AssetIP,AssetOS,vuln_total,critical,high,medium,low,max_cvss,last_scan
ECGKSVWAP1,10.240.161.73,,6,2,4,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECGKSVWAP2,10.240.161.74,,6,2,4,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVRPWEB1,10.240.55.91,,6,2,4,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVH10APP59,10.16.114.93,,4,2,2,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ecprsvlwt1,10.240.2.197,,3,2,1,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVG17LWPU2,10.240.33.32,,3,2,1,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
i-pdc-bck-01.horizon.local,10.5.10.10,,3,2,1,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
H14PRSVLW1,10.254.20.154,,3,2,1,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
IVHG-ORACLE,10.240.17.10,,2,2,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
NONSQL1,172.16.208.53,,2,2,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVG09SAP3,10.145.145.85,,2,2,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVG09DWHP,10.145.145.94,,2,2,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
ECPRSVCMCOM1,10.240.13.96,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
ECPRSVCMDAS1,10.240.13.205,,2,2,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVA07APP14,10.1.9.62,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
DSPWP016-101004,10.101.4.40,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
DSPWP022-101034,10.101.34.42,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECOTSVDC01,10.240.200.11,,2,2,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
DSPWP001-101004,10.101.4.11,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
DSPWP001-101034,10.101.34.16,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
DSPWP002-101224,10.101.224.16,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
DSPWP011-101004,10.101.4.35,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
DSPWP011-101026,10.101.26.25,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
DSPWP012-101004,10.101.4.34,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
DSPWP012-101026,10.101.26.27,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
CATWP001-101034,10.101.34.23,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
Onbekend,10.130.2.5,,2,2,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,10.130.3.10,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,10.130.3.12,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,10.130.3.20,,2,2,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,10.240.33.29,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.128,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.129,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.130,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.131,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.132,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.133,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.134,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.135,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.136,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.137,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.138,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.142,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.143,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.145,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.146,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.149,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.150,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.47.153,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.70.10,,2,2,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
RTC-BREDA-TEST,89.221.183.14,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
smtp.ram.nl,89.221.178.154,,2,2,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
relay2.ram.nl,89.221.178.86,,2,2,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
PSPS01,192.168.250.88,,2,2,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
PSPS02,192.168.250.89,,2,2,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,89.221.178.90,,2,2,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
XASWP006-101034,10.101.34.10,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
XASWP007-101224,10.101.224.12,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
Veeam-mgmt,192.168.234.49,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
XASWP018-101004,10.101.4.31,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
XASWP021-101004,10.101.4.54,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
XASWP022-101004,10.101.4.55,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ZDB,172.16.208.5,,2,2,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
TS-NCC,192.168.89.129,,2,2,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
TS-Networks-01.Ram.nl,192.168.90.154,,2,2,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
XASWP001-101026,10.101.26.23,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
XASWP001-101034,10.101.34.32,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
XASWP003-101034,10.101.34.25,,2,2,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
alma9-cis,192.168.253.193,,92,1,71,20,0,9.8000000000000007105427358,2026-04-09 18:44:34.4509560
BHCN-File2,89.221.186.122,,49,1,48,0,0,9.5999999999999996447286321,2026-04-09 08:43:52.0624830
ram-freeipa02,89.221.190.23,,34,1,26,7,0,9.0999999999999996447286321,2026-04-09 18:44:34.4509560
ecprg17ctxa01,10.240.32.133,,20,1,16,1,2,10.0000000000000000000000000,2026-04-09 18:44:34.4509560
ecprg17ctxa02,10.240.32.136,,20,1,16,1,2,10.0000000000000000000000000,2026-04-09 18:44:34.4509560
ecprg17ctxt02,10.240.32.14,,20,1,16,1,2,10.0000000000000000000000000,2026-04-09 18:44:34.4509560
SQLWP001-101078,10.101.78.60,,11,1,10,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
SQLWP001-101082,10.101.82.60,,11,1,10,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
SQLWP001-101084,10.101.84.60,,11,1,10,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
SQLWP002-101086,10.101.86.61,,11,1,10,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
SQLWP002-101090,10.101.90.61,,11,1,10,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
SQLWP002-101092,10.101.92.61,,11,1,10,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
SQLWP003-101028,10.101.28.62,,11,1,10,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
SQLWP004-101028,10.101.28.63,,11,1,10,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
SQLWP004-101064,10.101.64.63,,11,1,10,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
SQLWP005-101034,10.101.34.64,,11,1,10,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
s14-img-wp-03.szr.ws365.eu,10.56.26.78,,14,1,9,2,2,10.0000000000000000000000000,2026-04-09 18:44:34.4509560
g09-vm-mig-wp01,10.145.145.70,,10,1,9,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Palga-RDS19-GK,10.162.255.197,,9,1,8,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
RAM-PPD-PPS01,89.221.176.104,,7,1,6,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVW04APP1,10.240.21.100,,7,1,6,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
z10-vm-app-wp06,10.254.24.121,,6,1,5,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
XASWP023-101004,10.101.4.53,,5,1,4,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
lim1.MX-ONE,192.168.160.41,,5,1,4,0,0,10.0000000000000000000000000,2026-04-09 08:35:21.8972950
DVPRSVDC1,10.240.63.3,,5,1,4,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
DVPRSVDC2,10.240.63.4,,5,1,4,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
c-PBX-MXONE-SVR03.MX-ONE,192.168.160.43,,5,1,4,0,0,10.0000000000000000000000000,2026-04-09 08:35:21.8972950
c-PBX-MXONE-SVR04.MX-ONE,172.16.217.43,,5,1,4,0,0,10.0000000000000000000000000,2026-04-09 08:35:21.8972950
PBX-MXONE-SVR02.MX-ONE,172.16.217.41,,5,1,4,0,0,10.0000000000000000000000000,2026-04-09 08:35:21.8972950
PBX-MXONE-SVR03.MX-ONE,192.168.160.42,,5,1,4,0,0,10.0000000000000000000000000,2026-04-09 08:35:21.8972950
PBX-MXONE-SVR04.MX-ONE,172.16.217.42,,5,1,4,0,0,10.0000000000000000000000000,2026-04-09 08:35:21.8972950
Onbekend,192.168.70.34,,4,1,3,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECGKSVNPS2,10.242.0.41,,4,1,3,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVV11APP17,10.56.3.23,,4,1,3,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
XCH03.orthopedie.loc,192.168.250.20,,4,1,3,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
gemba-sch-o-app-i2,172.20.200.204,,3,1,2,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
gemba-sch-t-app-i2,172.20.200.205,,3,1,2,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
gemba-sch-t-app-m2,172.20.200.208,,3,1,2,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
DBPRSVSQL16,10.40.41.127,,3,1,2,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
DBPRSVSQL57,10.40.41.230,,3,1,2,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
gemba-sch-p-app-i10,172.20.200.50,,2,1,1,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
gemba-sch-p-app-i11,172.20.200.51,,2,1,1,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
gemba-sch-p-app-i12,172.20.200.52,,2,1,1,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
gemba-sch-p-app-i8,172.20.200.48,,2,1,1,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
gemba-sch-p-app-i9,172.20.200.49,,2,1,1,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
gemba-sch-p-app-m4,172.20.200.34,,2,1,1,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
gemba-sch-a-app-i4,172.20.200.178,,2,1,1,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
gemba-sch-a-app-m4,172.20.200.162,,2,1,1,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
gemba-sch-a-app-m5,172.20.200.163,,2,1,1,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
gemba-sch-a-app-m6,172.20.200.164,,2,1,1,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
eyesein01,172.18.0.161,,2,1,1,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
KHAAD-01.StichtingSHDH.net,172.16.0.24,,2,1,1,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
ECPRSVLWP1,10.240.10.44,,2,1,1,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVLWPT1,10.240.10.29,,2,1,1,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVH10APP40,10.16.114.73,,2,1,1,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVH10APP28,10.16.114.61,,2,1,1,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVH10APP29,10.16.114.62,,2,1,1,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVH10APP39,10.16.114.72,,2,1,1,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
o09-vm-lwp-wp01.internal.oosterpoort.org,10.94.28.105,,2,1,1,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.145.145.111,,2,1,1,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,10.145.146.31,,2,1,1,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,10.145.146.32,,2,1,1,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
RAM-PPD-SHARED-FW-5000,10.172.1.13,,2,1,1,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
RAM-PPD-KA-FW01,10.172.1.50,,2,1,1,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
relay1.ram.nl,89.221.177.173,,2,1,1,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,89.221.177.203,,2,1,1,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
z06-vm-lwp-wp01.internal.hetzand.nl,10.94.32.105,,2,1,1,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
UnifiController,10.240.10.245,,2,1,1,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
TS-VMware,192.168.90.128,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
TV-APP-WP03,10.16.113.11,,1,1,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
TS-networks-02.Ram.nl,192.168.90.156,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
XASWP005-101034,10.101.34.35,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
XASWP002-101034,10.101.34.33,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
XASWP003-101026,10.101.26.8,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
SVCWP002-101224,10.101.224.112,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
syn-sql-wp01.internal.syndion.nl,10.56.17.43,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
XASWP019-101004,10.101.4.33,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
XASWP020-101004,10.101.4.48,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
XASWP016-101004,10.101.4.29,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
XASWP017-101004,10.101.4.32,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
XASWP008-101034,10.101.34.12,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
z10-vm-app-wp18,10.254.24.109,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Z10-VM-APP-WP49,10.254.24.88,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
z10-vm-app-wp54,10.254.24.77,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
z10-vm-lpu-wp01,10.254.24.64,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
z10-vm-lpu-wp02,10.254.24.65,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
z10-vm-lpu-wp03,10.254.24.66,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
z10-vm-mgt-wp02,10.254.24.14,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
z10-vm-app-wa03,10.254.24.182,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
z10-vm-bck-wp01,10.254.39.146,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
Onbekend,89.221.177.217,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,89.221.176.18,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,89.221.176.19,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,89.221.189.25,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,89.221.189.26,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
PSQL02,192.168.250.87,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Palga_PZVDB19-GK,10.162.255.133,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Palga-DC02-GK,10.162.255.135,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
s12-vm-lpu-wp01,10.254.40.73,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
SEPAY-DB01,192.168.115.10,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
scs-prd-01-sh.stokhos.ram.nl,10.130.3.39,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
SDB01,172.16.160.67,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
SQLWP002-101094,10.101.94.61,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
smtp2.ram.nl,89.221.178.155,,1,1,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
SQL02,192.168.250.82,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
SQL03,192.168.250.83,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
SQL04,192.168.250.85,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
SQLC01A,192.168.250.84,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ram-freeipa01,89.221.190.22,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
relay3.ram.nl,89.221.189.28,,1,1,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
RAM-STR-FW-MGMT001-PPD,10.192.18.2,,1,1,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
PBX-NC-SRV01,172.16.160.76,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
PDU-A01-A,192.168.242.3,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A01-B,192.168.242.2,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A02-A,192.168.242.5,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A02-B,192.168.242.4,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A03-A,192.168.242.12,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A03-A,192.168.242.7,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A03-B,192.168.242.6,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A04-A,192.168.242.9,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A04-B,192.168.242.8,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A05-A,192.168.242.11,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A05-B,192.168.242.10,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A07-A,192.168.242.15,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A07-B,192.168.242.14,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A08-A,192.168.242.17,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A08-B,192.168.242.16,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A08-L2B,192.168.242.173,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A09-A,192.168.242.19,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A09-B,192.168.242.18,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A10-A,192.168.242.21,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A10-B,192.168.242.20,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A11-A,192.168.242.23,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A11-B,192.168.242.22,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A12-A,192.168.242.25,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A12-B,192.168.242.13,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A12-B,192.168.242.24,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A13-A,192.168.242.27,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A13-B,192.168.242.26,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A14-A,192.168.242.29,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A14-B,192.168.242.28,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A15-A,192.168.242.31,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A15-B,192.168.242.30,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A15-L2B,192.168.242.175,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A15-L3A,192.168.242.174,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A16-A,192.168.242.33,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A16-B,192.168.242.32,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A17-A,192.168.242.35,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A18-A,192.168.242.37,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-A18-B,192.168.242.36,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B01-A,192.168.242.39,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B01-L1B,192.168.242.38,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B02-A,192.168.242.41,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B02-B,192.168.242.40,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B04-A,192.168.242.45,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B04-B,192.168.242.44,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B05-A,192.168.242.47,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B05-B,192.168.242.46,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B06-L2A,192.168.242.48,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B07-B,192.168.242.50,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B08-A,192.168.242.53,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B09-A,192.168.242.55,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B09-B,192.168.242.54,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B10-A,192.168.242.57,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B10-B,192.168.242.56,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B11-A,192.168.242.59,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B11-B,192.168.242.58,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B12-A,192.168.242.61,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B12-B,192.168.242.60,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B13-A,192.168.242.63,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B13-B,192.168.242.62,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
